Open,High,Low,Close,Volume,Adj Close
98.690002,99.120003,97.099998,97.339996,38020500,95.905188
98.529999,99.349998,98.480003,98.830002,31712900,97.373231
98.5,99.989998,98.459999,99.650002,26601400,98.181144
99.019997,99.559998,98.68,98.940002,20848100,97.48161
99.25,99.870003,98.959999,99.029999,22409500,97.57028
97.989998,101.889999,97.550003,98.629997,23292500,97.176174
97.790001,98.269997,97.449997,97.919998,28062900,96.476641
97.599998,97.839996,96.629997,97.720001,40191600,96.279592
99.019997,99.540001,98.330002,98.459999,29173300,97.008682
99.599998,100.400002,98.82,99.860001,42307200,98.388047
99.440002,100.470001,99.25,100.349998,36229500,98.870823
99.68,100.730003,98.639999,100.410004,56331200,98.929943
98.669998,99.739998,98.110001,99.620003,38168800,98.151587
97.220001,98.089996,96.839996,97.900002,35140200,96.456939
95.870003,97.190002,95.669998,96.43,38018600,95.008606
94.639999,95.43,94.519997,95.220001,32026000,93.816442
94.639999,94.639999,93.57,94.199997,30442100,92.811473
94.160004,95.209999,93.889999,94.559998,42062400,93.166167
94.550003,94.699997,93.010002,93.489998,46916900,92.111939
92.389999,94.389999,91.650002,93.879997,61259800,92.49619
90,91.669998,90,90.519997,44392800,89.185717
92.720001,92.779999,89.470001,90.339996,76314700,89.00837
93.480003,93.57,92.459999,92.510002,28719100,91.146389
93.330002,93.57,92.110001,93.419998,33686800,92.042972
93,93.769997,92.589996,92.790001,32936400,91.422261
93.370003,93.449997,91.849998,92.720001,43458200,91.353293
94,94.07,92.68,93.239998,35890500,91.865625
95.199997,95.900002,93.82,94.190002,41025500,92.240024
94.199997,95.739998,93.68,95.18,56831300,93.209527
93.970001,94.080002,92.400002,93.639999,48160100,91.701408
93.989998,94.720001,92.510002,93.739998,68531500,91.799336
97.610001,97.879997,94.25,94.830002,82242700,92.866774
96,98.709999,95.68,97.82,114602100,95.794871
103.910004,105.300003,103.910004,104.349998,56016200,102.189682
105,105.650002,104.510002,105.080002,28031600,102.904573
